IDENTIFIANT_BATIMENT,NOM_HISTORIQUE ,TYPOLOGIE_SPECIFIQUE,CIVIQUE_MIN,CIVIQUE,TYPE_DE_VOIE,CIVIQUE_MAX,LIEN,VOIE,EST_OUEST,ARRONDISSEMENT,HISTORIQUE_SOMMAIRE ,DEBUT_DES_TRAVAUX,FIN_DES_TRAVAUX,CENTRO_X,CENTRO_Y
9231-25-2681-01,Moulin à vent Fleming,Moulin,9675,9675,boulevard,9675,,LaSalle,,LaSalle (Montréal),,1827,0,-73.660127, 45.426061
7173-72-5975-01,Croix de chemin de la montée Wilson,Croix de chemin,1158,1158,montée,1158,,Wilson,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1918,0,-73.921938, 45.476758
7537-56-8110-01,Couvent des Soeurs de Sainte-Anne,École,16115,16115,boulevard,16115,,Gouin,Ouest,L'Île-Bizard—Sainte-Geneviève (Montréal),,1905,1906,-73.873097, 45.479675
7536-28-0624-01,Maison Montpellier dit Beaulieu,Maison isolée,174,174,rue,174,,Beaulieu,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1850,0,-73.877743, 45.472550
7240-50-6968-01,Croix de chemin du Bord-du-Lac,Croix de chemin,1859,1859,chemin,1859,du,Bord-du-Lac,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1923,0,-73.911810, 45.501456
7240-62-5300-01,Maison Toussaint-Théorêt,Maison isolée,1883,1883,chemin,1883,du,Bord-du-Lac,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1835,0,-73.910789, 45.502896
7538-85-5991-01,Maison Joseph-Théorêt,Maison isolée,20,20,rue,20,,Martel,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1830,0,-73.869613, 45.488426
7538-04-4615-01,École du village,École,350,350,montée,350,de l',Église,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1923,1924,-73.880223, 45.487028
7538-45-1883-01,Maison Denis-Benjamin-Viger,Maison isolée,376,376,rue,376,,Cherrier,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1845,0,-73.875644, 45.488539
7538-04-8378-01,Église Saint-Raphaël-Archange,Édifice de culte,495,495,rue,495,,Cherrier,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1873,1874,-73.879525, 45.487184
7538-04-8378-02,Presbytère Saint-Raphaël-Archange,Édifice religieux,495,495,rue,495,,Cherrier,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1843,0,-73.879181, 45.487269
7236-19-7337-01,Maison dite du Centenaire,Maison isolée,977,977,rue,977,,Cherrier,,L'Île-Bizard—Sainte-Geneviève (Montréal),,1790,0,-73.912872, 45.474381
7537-87-5917-01,Maison D'Ailleboust-De Manthet,Maison isolée,15886,15886,boulevard,15886,,Gouin,Ouest,L'Île-Bizard—Sainte-Geneviève (Montréal),,1845,0,-73.869765, 45.480770
9452-26-3738-01,Maison Andegrave,Maison isolée,5460,5460,boulevard,5460,,Gouin,Est,Montréal-Nord (Montréal),,1741,1742,-73.635023, 45.615582
9642-30-1106-01,Théâtre Outremont,Théâtre / auditorium / cinéma,1240,1248,avenue,1248,,Bernard,,Outremont (Montréal),,1928,1929,-73.608461, 45.519998
9141-34-4579-01,Église de Saint-Laurent,Édifice de culte,805,805,avenue,805,,Sainte-Croix,,Saint-Laurent (Montréal),,1835,1837,-73.674683, 45.514048
9749-73-3151-01,Maison Dagenais,Maison isolée,5555,5555,rue,5555,,Jarry,Est,Saint-Léonard (Montréal),,1780,0,-73.590125, 45.586015
9850-21-1314-01,Maison Gervais-Roy,Maison isolée,6255,6255,rue,6255,,Jarry,Est,Saint-Léonard (Montréal),,1770,0,-73.584071, 45.592872
9999-22-0008-01,Tour de lavage de l’usine de filtration Atwater,,3161,3161,rue,3161,,Joseph,,Le Sud-Ouest (Montréal),NULL,1912,1918,-73.575716, 45.470126
9999-14-0005-01,Kiosque de musique du parc Jarry,,7686,7686,boulevard,7686,,Saint-Laurent,,Villeray—Saint-Michel—Parc-Extension (Montréal),NULL,1956,0,-73.625108, 45.536379
9999-24-0021-01,Vespasienne du parc Bellerive,,2382,2382,rue,2382,,Notre-Dame,Est,Ville-Marie (Montréal),NULL,1932,0,-73.544622, 45.526967
9999-25-0012-01,Caserne #19,,1945,1945,rue,1945,,Fullum,,Ville-Marie (Montréal),NULL,1903,1904,-73.554289, 45.530306
9999-26-0015-01,"Arcades du jardin des plantes vivaces, Jardin botanique",,4101,4101-4601,rue,4601,,Sherbrooke,Est,Rosemont—La Petite-Patrie (Montréal),NULL,1937,1939,-73.558687, 45.556655
9999-22-0007-01,Marché Atwater,,110,110-154,avenue,154,,Atwater,,Le Sud-Ouest (Montréal),NULL,1932,1933,-73.576870,45.479465
9999-22-0006-01,Hôtel de ville de Sainte-Cunégonde,,2450,2450-2454,rue,2454,,Workman,,Le Sud-Ouest (Montréal),NULL,1905,1905,-73.575115, 45.483576
9999-22-0005-01,Caserne #3,,1139,1139,rue,1139,,Ottawa,,Le Sud-Ouest (Montréal),NULL,1913,1914,-73.560127, 45.493457
9999-24-0020-01,Station de pompage Riverside,,227,227,rue,227,,Riverside,,Ville-Marie (Montréal),NULL,1887,0,-73.550080, 45.490585
9999-26-0014-01,"Bassins du Jardin aquatique, Jardin botanique",,4101,4101-4106,rue,4106,,Sherbrooke,Est,Rosemont—La Petite-Patrie (Montréal),NULL,1938,0,-73.558162, 45.560152
9999-22-0004-01,Chalet du parc Campbell-Ouest,,1990,1990,rue,1990,de,Maricourt,,Le Sud-Ouest (Montréal),NULL,NULL,NULL,-73.591633, 45.458110
9999-22-0003-01,Hôtel de ville de Côte-Saint-Paul,,1604,1604-1606,avenue,1606,de l',Église,,Le Sud-Ouest (Montréal),NULL,1910,1910,-73.585001, 45.463322
9999-25-0011-01,Bain Turcot,,5300,5300,rue,5300,,Saint-Dominique,,Le Plateau-Mont-Royal (Montréal),NULL,1909,1910,-73.595604, 45.525104
9999-25-0010-01,Vespasienne du parc Jeanne-Mance,,325,325,avenue,325,,Duluth,Ouest,Le Plateau-Mont-Royal (Montréal),NULL,1931,0,-73.582672, 45.514045
9999-25-0009-01,Caserne #14,,4247,4247,rue,4247,,Saint-Dominique,,Le Plateau-Mont-Royal (Montréal),NULL,1912,0,-73.581968, 45.519056
9999-25-0008-01,Caserne #16,,1037,1037-1041,rue,1041,,Rachel,Est,Le Plateau-Mont-Royal (Montréal),NULL,1891,0,-73.574842, 45.525804
9999-14-0004-01,Caserne de pompiers no 41,,7405,7405,avenue,7405,,Champagneur,,Villeray—Saint-Michel—Parc-Extension (Montréal),NULL,1924,1926,-73.626316, 45.527682
9999-26-0011-01,Marché du Nord,,7061,7075,avenue,7075,,Casgrain,,Rosemont—La Petite-Patrie (Montréal),NULL,1932,0,-73.615083, 45.535947
9999-26-0012-01,Caserne #31,,7047,7047,rue,7047,,Saint-Dominique,,Rosemont—La Petite-Patrie (Montréal),NULL,1931,0,-73.615737, 45.534712
9999-26-0013-01,Clinique de l’inspection des viandes,,7070,7070,avenue,7070,,Casgrain,,Rosemont—La Petite-Patrie (Montréal),NULL,1935,0,-73.615652, 45.534985
9999-26-0010-01,Chalet du marché du Nord,,7061,7075,avenue,7075,,Casgrain,,Rosemont—La Petite-Patrie (Montréal),NULL,1932,0,-73.615523, 45.535472
9999-25-0007-01,Ancienne caserne de pompiers no 11,,1212,1216,rue,1216,,Ontario,Est,Ville-Marie (Montréal),NULL,1874,1876,-73.561944, 45.521282
9999-24-0019-01,Marché Saint-Jacques,,1125,1125,rue,1125,,Ontario,Est,Ville-Marie (Montréal),NULL,1931,0,-73.563326, 45.520695
9999-22-0002-01,Caserne #23,,523,523,place,523,,Saint-Henri,,Le Sud-Ouest (Montréal),NULL,1930,0,-73.585169, 45.477968
9999-22-0001-01,Chambre de vannes De Courcelle,,4681,4681,rue,4681,,Saint-Ambroise,,Le Sud-Ouest (Montréal),NULL,1934,0,-73.585388, 45.471376
9999-24-0017-01,Caserne #25,,1212,1212,rue,1212,,Drummond,,Ville-Marie (Montréal),NULL,1913,0,-73.572993, 45.497862
9999-24-0018-01,Vespasienne du square Dominion,,1191,1191,rue,1191,,Peel,,Ville-Marie (Montréal),NULL,1931,0,-73.571428, 45.499840
9999-24-0016-01,Caserne centrale des pompiers,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ville-Marie (Montréal),NULL,1903,0,NULL,NULL
9999-24-0015-01,Station de pompage McTavish,,815,815-855,avenue,855,du,Docteur-Penfield,,Ville-Marie (Montréal),NULL,1928,1932,-73.578787, 45.505553
9999-14-0003-01,Hall de l'Armée du Salut,,7060,7060,avenue,7060,,Bloomfield,,Villeray—Saint-Michel—Parc-Extension (Montréal),NULL,1922,0,-73.623362, 45.526975
9999-26-0009-01,Édifice administratif de la cour de Fleurimont,,700,700,boulevard,700,,Rosemont,,Rosemont—La Petite-Patrie (Montréal),NULL,1931,1932,-73.597057, 45.532185
9999-24-0014-01,Vespasienne du Square Cabot,,2330,2330,rue,2330,,Sainte-Catherine,Ouest,Ville-Marie (Montréal),NULL,1931,0,-73.583913, 45.489247
9999-25-0006-01,Centre Laurier,,1115,1115,avenue,1115,,Laurier,Est,Le Plateau-Mont-Royal (Montréal),NULL,1930,0,-73.587151, 45.531836
9999-24-0013-01,Station de pompage des Cèdres - bas (aqueduc),,1492,1492,avenue,1492,,Cedar,,Ville-Marie (Montréal),NULL,1931,0,-73.586458, 45.499455
9999-24-0011-01,"Pavillon du Lac-aux-Castors, parc du Mont-Royal",,2000,2000,chemin,2000,,Remembrance,,Ville-Marie (Montréal),NULL,1958,0,-73.599188, 45.498430
9999-24-0012-01,Caserne #10,,1684,1684,boulevard,1684,,De Maisonneuve,,Ville-Marie (Montréal),NULL,1931,0,-73.580185, 45.494552
9999-24-0010-01,Maison Hosea-Ballou-Smith,,1260,1260,chemin,1260,,Remembrance,,Ville-Marie (Montréal),NULL,1858,0,-73.593162, 45.501562
9999-24-0009-01,Croix du mont Royal,,1100,1100,voie,1100,,Camillien-Houde,,Ville-Marie (Montréal),NULL,1924,1924,-73.587792, 45.508833
9999-24-0008-01,Kiosque de musique du parc du Mont-Royal,,4060,4060,avenue,4060,du,Parc,,Ville-Marie (Montréal),NULL,1928,0,-73.583405, 45.513112
9999-24-0007-01,Central d’alarme du Service d’incendie,,4040,4040,avenue,4050,du,Parc,,Ville-Marie (Montréal),NULL,1930,1931,-73.583806, 45.512472
9999-24-0006-01,"Écurie et remise, parc du Mont-Royal",,4040,4040,avenue,4040,du,Parc,,Ville-Marie (Montréal),NULL,1930,0,-73.584013, 45.511818
9999-26-0008-01,Kiosque de musique du parc Molson,,6550,6550,rue,6550,,Molson,,Rosemont—La Petite-Patrie (Montréal),NULL,1932,0,-73.592063, 45.549704
9999-26-0007-01,Caserne #50,,6490,6490,Avenue,6490,,30e,,Rosemont—La Petite-Patrie (Montréal),NULL,1956,0,-73.575478, 45.566900
9999-26-0006-01,Centre civique Rosemont,,5995,6101,Avenue,6101,,8e,,Rosemont—La Petite-Patrie (Montréal),NULL,1949,1951,-73.582321, 45.551874
9999-27-0007-01,Chalet du parc Lalancette,,2315,2315,rue,2315,,Nicolet,,Mercier—Hochelaga-Maisonneuve (Montréal),NULL,1931,0,-73.548491, 45.548096
9999-26-0005-01,Hôpital des varioleux,Hôpital ou clinique,3100,3100,rue,3100,,Rachel,Est,Rosemont—La Petite-Patrie (Montréal),NULL,1886,0,-73.560699,45.543119
9999-27-0006-01,Caserne #48,,3622,3622,rue,3622,,Hochelaga,,Mercier—Hochelaga-Maisonneuve (Montréal),NULL,1931,0,-73.550830, 45.547266
9999-25-0005-01,Vespasienne du Square Saint-Louis,,3601,3601,avenue,3601,,Laval,,Le Plateau-Mont-Royal (Montréal),NULL,1932,0,-73.570441, 45.516456
9999-17-0004-01,Caserne #46,,4760,4760,avenue,4760,,Cumberland,,Côte-des-Neiges—Notre-Dame-de-Grâce (Montréal),NULL,1930,0,-73.638545,45.467019
9999-17-0003-01,Caserne #34,,3755,3755,rue,3755,,Botrel,,Côte-des-Neiges—Notre-Dame-de-Grâce (Montréal),NULL,1912,0,-73.614458, 45.475595
9999-17-0002-01,Caserne #4,,5260,5260,avenue,5260,,Van Horne,,Côte-des-Neiges—Notre-Dame-de-Grâce (Montréal),NULL,1950,0,-73.641580, 45.489921
9999-14-0002-01,Hôtel de ville de Saint-Michel,,7501,7501,rue,7501,,François-Perrault,,Villeray—Saint-Michel—Parc-Extension (Montréal),NULL,1957,1958,-73.601252, 45.561711
9999-24-0005-01,Le corps de garde du dépôt fortifié de l'île Sainte-Hélène,,20,20,chemin,20,du,Tour-de-l'Isle,,Ville-Marie (Montréal),NULL,1936,1939,-73.536344, 45.520473
9999-24-0004-01,Station de pompage Côte-des-Neiges,,4160,4160,chemin,4160,de la,Côte-des-Neiges,,Ville-Marie (Montréal),NULL,1938,0,-73.601531, 45.495197
9999-17-0001-01,Caserne #27,,5353,5353,avenue,5353,,Gatineau,,Côte-des-Neiges—Notre-Dame-de-Grâce (Montréal),NULL,NULL,NULL,-73.621971, 45.497461
9999-26-0004-01,Caserne #47,,2111,2111,rue,2111,,Saint-Zotique,Est,Rosemont—La Petite-Patrie (Montréal),NULL,1931,0,-73.598072, 45.547472
9999-27-0005-01,Chalet du parc Morgan,,4370,4370,rue,4370,,Sainte-Catherine,Est,Mercier—Hochelaga-Maisonneuve (Montréal),NULL,1931,0,-73.532955, 45.551387
9999-27-0003-01,Caserne #45,,4200,4200,rue,4200,,Ontario,Est,Mercier—Hochelaga-Maisonneuve (Montréal),NULL,1906,1907,-73.540255, 45.551159
9999-27-0004-01,Bibliothèque Maisonneuve,,4120,4120,rue,4120,,Ontario,,Mercier—Hochelaga-Maisonneuve (Montréal),NULL,1911,0,-73.540584, 45.550612
9999-27-0002-01,Chalet du parc Oliva-Pelletier,,4493,4493,rue,4493,,Ontario,Est,Mercier—Hochelaga-Maisonneuve (Montréal),NULL,1943,0,-73.540309, 45.555175
9999-26-0002-01,Serres et services du Jardin botanique de Montréal,,4101,4101-4601,rue,4601,,Sherbrooke,Est,Rosemont—La Petite-Patrie (Montréal),NULL,1932,0,-73.556865, 45.557205
9999-26-0003-01,"Chaufferie et atelier, Jardin botanique",,4101,4101,rue,4601,,Sherbrooke,Est,Rosemont—La Petite-Patrie (Montréal),NULL,1939,0,-73.557634, 45.558124
9999-25-0004-01,Chalet du parc Baldwin,,4355,4355,rue,4355,,Fullum,,Le Plateau-Mont-Royal (Montréal),NULL,1964,0,-73.567721, 45.537157
9999-25-0003-01,Chalet du parc Lafontaine,,3933,3933,avenue,3933,du,Parc-La Fontaine,,Le Plateau-Mont-Royal (Montréal),NULL,NULL,NULL,-73.569437, 45.525173
9999-25-0002-01,Centre Calixa-Lavallée,,3819,3819,avenue,3819,,Calixa-Lavallée,,Le Plateau-Mont-Royal (Montréal),NULL,NULL,NULL,-73.569388, 45.527063
9999-27-0001-01,"Abri ouvert, parc Hochelaga",,3338,3338,rue,3338,,La Fontaine,,Mercier—Hochelaga-Maisonneuve (Montréal),NULL,NULL,NULL,-73.544094, 45.542014
9999-09-0007-01,Clinique Ahuntsic,,10905,10905,rue,10905,,Berri,,Ahuntsic-Cartierville (Montréal),NULL,1875,0,-73.672999, 45.555949
9999-09-0006-01,Caserne #43,,1945,1945,rue,1945,,Fleury,Est,Ahuntsic-Cartierville (Montréal),NULL,0,0,-73.653045, 45.569470
0040-40-0838-01,Magasin Harrison-Stephens,non applicable,409,409-411,rue,411,,Saint-Nicolas,,Ville-Marie (Montréal),NULL,1836,,-73.5558,45.5023
0040-41-7520-01,NULL,indéterminé,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ville-Marie (Montréal),NULL,NULL,NULL,NULL,NULL
0040-41-7520-02,"170, rue de la Capitale",indéterminé,170,,rue,172,de la,Capitale,,Ville-Marie (Montréal),NULL,1840,,-73.5549,45.5029
9999-29-0001-01,Maison Beaurepaire,Maison isolée,13,13,rue,13,,Thompson,,Beaconsfield,,1770,1771,-73.879141, 45.41483
9999-43-0001-01,Maison Rangé,Maison isolée,20122,20122,road,20122,,Lakeshore,,Baie-D'Urfé,,1770,0,-73.902615,45.411715
9999-29-0002-01,Maison Mary-Garbutt-Angell,Maison isolée,530,530,road,530,,Lakeshore,,Beaconsfield,,1860,0,-73.886461, 45.415002
9999-34-0001-01,Maison Lanthier,Maison isolée,11,11,chemin,11,,Lantier,,Kirkland,,1785,0,-73.897733, 45.441273
9999-40-0001-01,Maison Simon-Fraser,Maison isolée,153,153,rue,153,,Sainte-Anne,,Sainte-Anne-de-Bellevue,,1800,0,-73.954120, 45.404583
9999-41-0009-01,Site du fort de Senneville et ses abords,Édifice militaire,168,,chemin,168,,Senneville,,Senneville,,1702,1703,,
9999-39-0001-01,Moulin à vent de Pointe-Claire,Moulin,1,1,avenue,1,,Saint-Joachim,,Pointe-Claire,,1709,1710,-73.825608, 45.425090
9999-39-0002-01,Maison Hyacinthe-Jamme dit Carrière,Maison isolée,152,152,avenue,152,de,Concord Crescent,,Pointe-Claire,,1780,0,-73.819469, 45.457112
9999-42-0001-01,Maison Braemar,Maison isolée,3219,3219,boulevard,3219,,The,,Westmount,,1847,0,-73.600214, 45.491130
9999-42-0002-01,Maison Hurtubise,Maison isolée,561,561-563,chemin,563,de la,Côte-Saint-Antoine,,Westmount,,1739,0,-73.608449, 45.480813
9999-17-0006-01,Le Snowdon,,5225,5225-5233,boulevard,5233,,Décarie,,Côte-des-Neiges—Notre-Dame-de-Grâce (Montréal),NULL,1936,1937,-73.631141, 45.485004
9132-70-4216-01,Maison Le Ber-Le Moyne,Atelier / entrepôt / usine / garage,1,1,chemin,1,du,Musée,,Lachine (Montréal),,1670,1670,-73.666673, 45.429445
0041-51-2013-00,Copropriété Le Cannet,indéterminé,450,450,rue,450,,Saint-Antoine,Est,Ville-Marie (Montréal),NULL,2011,2013,-73.553757,45.511595
9999-21-0004-01,Maison Nivard-De Saint-Dizier,Maison isolée,7244,7244,boulevard,7244,,LaSalle,,Verdun (Montréal),,1710,0,-73.582918, 45.437399
9999-02-0010-01,Maison Charlebois,Maison isolée,134,134,chemin,134,du,Cap-Saint-Jacques,,Pierrefonds-Roxboro (Montréal),,1799,0,-73.920663, 45.463965
9999-09-0003-02,Croix de chemin,Croix de chemin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ahuntsic-Cartierville (Montréal),,NULL,NULL,NULL,NULL
9999-09-0003-03,Croix de chemin de pierre et ses éléments accessoires,Croix de chemin,1589,,boulevard,1589,,Gouin,Ouest,Ahuntsic-Cartierville (Montréal),,1873,1874,-73.701216,45.544604
9999-34-0002-02,Maison Jean-Baptiste-Jamme dit Carrière,Maison isolée,3766,3766,boulevard,3766,,Saint-Charles,,Kirkland,,1760,0,-73.865486, 45.458925
9999-09-0005-01,Caserne #49,,10,10-20,rue,20,,Chabanel,Ouest,Ahuntsic-Cartierville (Montréal),NULL,1954,0,-73.650960, 45.544060
9999-09-0004-01,Station de pompage Lavigne,,4799,4799,boulevard,4799,,Gouin,Ouest,Ahuntsic-Cartierville (Montréal),NULL,1934,0,-73.713039, 45.537118
9999-26-0001-01,Usine Coca-Cola Company of Canada,,200,200-300,rue,300,de,Bellechasse,,Rosemont—La Petite-Patrie (Montréal),NULL,1929,1930,-73.603159, 45.530525
9999-14-0001-01,St. Cuthbert’s Anglican Church,,821,821,avenue,821,,Ogilvy,,Villeray—Saint-Michel—Parc-Extension (Montréal),NULL,1925,0,-73.627017, 45.526606
9999-24-0003-01,Pavillon des Baigneurs,,130,130,chemin,130,du,Tour-de-l'Isle,,Ville-Marie (Montréal),NULL,1938,1953,-73.534498, 45.512852
9999-24-0002-01,Chalet de l'île Sainte-Hélène,,200,200,chemin,200,du,Tour-de-l'Isle,,Ville-Marie (Montréal),NULL,1938,1953,-73.531554, 45.515485
9999-24-0001-01,Caserne #7,,1217,1217,rue,1217,,Notre-Dame,Est,Ville-Marie (Montréal),NULL,NULL,NULL,-73.549847, 45.515860
9999-25-0001-01,"Entrepôt Émile-Duployé, parc Lafontaine",,3425,3425,avenue,3425,,Émile-Duployé,,Le Plateau-Mont-Royal (Montréal),NULL,NULL,NULL,-73.565358, 45.527844
0041-54-2008-00,Projet Solano,indéterminé,370,370,rue,370,,Saint-André,,Ville-Marie (Montréal),NULL,2010,2013,-73.550388,45.513038
9132-70-4216-02,Pavillon Benoît-Verdickt,Laboratoire / centre de recherche,100,100,chemin,100,de,LaSalle,,Lachine (Montréal),,1950,1950,NULL,NULL
0040-12-6666-00,NULL,gratte-ciel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ville-Marie (Montréal),NULL,NULL,NULL,NULL,NULL
0040-12-7777-00,NULL,gratte-ciel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ville-Marie (Montréal),NULL,2004,2007,NULL,NULL
0040-12-2007-00,Embassy Suites Montréal,gratte-ciel,208,208,rue,208,,Saint-Antoine,Ouest,Ville-Marie (Montréal),NULL,2004,2007,-73.559201,45.50433
9836-84-8924-01,Chambre de vannes no 7 du complexe Atwater,,3161,3161,rue,3161,,Joseph,,Le Sud-Ouest (Montréal),,1918,0,-73.577506, 45.470037
9999-99-9999,test,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ahuntsic-Cartierville (Montréal),,NULL,NULL,NULL,NULL
9999-22-0020-01,Chambre de vannes du complexe Atwater 786,Atelier / entrepôt / usine / garage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Le Sud-Ouest (Montréal),,NULL,NULL,NULL,NULL
,Maison Joseph-David,Maison isolée,1737,1737,boulevard,1737,,Gouin,Est,Ahuntsic-Cartierville (Montréal),,NULL,NULL,NULL,NULL
9999-22-0021-01,Indicateur de niveau du complexe Atwater,,3161,3161,rue,3161,,Joseph,,Le Sud-Ouest (Montréal),,1918,0,-73.574012, 45.472918
7232-35-7997-01,Maison Michel-Robillard,Maison isolée,20305,20345,chemin,20345,,Sainte-Marie,,Sainte-Anne-de-Bellevue,,NULL,NULL,-73.912532, 45.433270
9999-10-0003-01,Maison Cazal,Maison isolée,4765,4765,boulevard,4765,,Gouin,Est,Montréal-Nord (Montréal),,1755,0,-73.639594, 45.604345
7335-56-0283-01,Maison Augustin-Brisebois,Maison isolée,18639,18639,boulevard,18639,,Gouin,Ouest,Pierrefonds-Roxboro (Montréal),,1800,0,-73.899893, 45.462091
9999-39-0003-01,Maison Legault,Maison isolée,105,105,chemin,105,du,Bord-du-Lac-Lakeshore,,Pointe-Claire,,1760,0,-73.803217, 45.442552
9247-28-5920-01,Maison François-Dagenais père,Maison isolée,1947,1947,boulevard,1947,,Gouin,Est,Ahuntsic-Cartierville (Montréal),,NULL,NULL,NULL,NULL
9248-43-9354-01,Maison Antoine-Brousseau,Maison isolée,2273,2273,boulevard,2273,,Gouin,Est,Ahuntsic-Cartierville (Montréal),,1835,0,-73.657250,45.576866
9248-89-6545-01,Maison Louis-Dagenais,Maison isolée,2900,2900,boulevard,2900,,Gouin,Est,Ahuntsic-Cartierville (Montréal),,1800,0,-73.652674,45.582293
7831-57-8279-01,Maison Paul-Lefebvre,Maison isolée,19,19,road,19,,Lakeshore,,Beaconsfield,,1819,0,-73.834554, 45.427437
7531-60-9556-01,Maison Pascal-Pilon,Maison isolée,383,383,road,383,,Lakeshore,,Beaconsfield,,1830,0,-73.871330, 45.420851
9637-03-1895-02,Maison Joseph-Décary,Maison isolée,3761,3761,avenue,3761,de,Vendôme,,Côte-des-Neiges—Notre-Dame-de-Grâce (Montréal),,NULL,NULL,-73.611829, 45.478504
8532-79-2861-01,Maison André-Legault dit Deslauriers,Maison isolée,940,940,chemin,940,du,Bord-du-Lac-Lakeshore,,Dorval,,1833,0,-73.743304, 45.438514
8333-52-2768-01,Maison Legault,Maison isolée,2095,2095,chemin,2095,du,Bord-du-Lac-Lakeshore,,Dorval,,1800,0,-73.771473, 45.440913
8432-78-4175-01,Maison Jacques-Morin,Maison isolée,66,66,rue,66,,Allan-Point,,Dorval,,NULL,NULL,-73.755969, 45.437612
8333-42-5125-01,Aqua Vista,Maison isolée,2120,2120,chemin,2120,du,Bord-du-Lac-Lakeshore,,Dorval,,1865,0,-73.772416, 45.440512
8832-27-1968-01,Maison Quesnel,Maison isolée,5010,5010,boulevard,5010,,Saint-Joseph,,Lachine (Montréal),,1750,1750,-73.711623, 45.436518
8733-70-9221-01,Maison Jean-Gabriel-Picard,Maison isolée,5430,5430,boulevard,5430,,Saint-Joseph,,Lachine (Montréal),,1750,0,-73.717004, 45.438812
